Accession,Organism_Name,GenBank_RefSeq,Assembly,Nucleotide,Isolate,Species,Length,Protein,Collection_Date
XQJ13178,Feline infectious peritonitis virus,GenBank,,PQ192636,FIPV/A15/LIU/2024,Alphacoronavirus 1,206,non-structural protein 7b,2024
XQJ13179,Feline infectious peritonitis virus,GenBank,,PQ192636,FIPV/A15/LIU/2024,Alphacoronavirus 1,165,putative 3c protein,2024
XQJ32466,Feline coronavirus,GenBank,,PV329806,RO-FCOVS6-2025,Alphacoronavirus 1,215,ORF3C,2024-11-19
XQJ32467,Feline coronavirus,GenBank,,PV329807,RO-FCOVS9-2025,Alphacoronavirus 1,239,ORF3C,2023-03
XQJ32468,Feline coronavirus,GenBank,,PV329808,RO-FCOVS11-2025,Alphacoronavirus 1,187,ORF3C,2024-01-14
XQJ32469,Feline coronavirus,GenBank,,PV329809,RO-FCOVS28-2025,Alphacoronavirus 1,229,ORF3C,2023-12-05
XQJ32470,Feline coronavirus,GenBank,,PV329810,RO-FCOVS14-2025,Alphacoronavirus 1,153,ORF3C,2024-02-14
XQI06578,Feline infectious peritonitis virus,GenBank,,PQ202302,FIPV/A37/LIU/2024,Alphacoronavirus 1,6709,ORF1a/1b polyprotein,2024
XQI06579,Feline infectious peritonitis virus,GenBank,,PQ202302,FIPV/A37/LIU/2024,Alphacoronavirus 1,1452,spike protein,2024
XQI06580,Feline infectious peritonitis virus,GenBank,,PQ202302,FIPV/A37/LIU/2024,Alphacoronavirus 1,71,putative 3a protein,2024
XQI06581,Feline infectious peritonitis virus,GenBank,,PQ202302,FIPV/A37/LIU/2024,Alphacoronavirus 1,71,putative 3b protein,2024
XQI06582,Feline infectious peritonitis virus,GenBank,,PQ202302,FIPV/A37/LIU/2024,Alphacoronavirus 1,82,E protein,2024
XQI06583,Feline infectious peritonitis virus,GenBank,,PQ202302,FIPV/A37/LIU/2024,Alphacoronavirus 1,262,matrix protein,2024
XQI06584,Feline infectious peritonitis virus,GenBank,,PQ202302,FIPV/A37/LIU/2024,Alphacoronavirus 1,377,nucleocapsid protein,2024
XQI06585,Feline infectious peritonitis virus,GenBank,,PQ202302,FIPV/A37/LIU/2024,Alphacoronavirus 1,101,non-structural protein 7a,2024
XQI06586,Feline infectious peritonitis virus,GenBank,,PQ202302,FIPV/A37/LIU/2024,Alphacoronavirus 1,181,putative 3c protein,2024
XQE70345,Feline coronavirus,GenBank,,PV246283,FCoV-9-4,Alphacoronavirus 1,1469,spike protein,2023-12-14
XQE70346,Feline coronavirus,GenBank,,PV246287,FCoV-1-4-HH,Alphacoronavirus 1,1468,spike protein,2023-10-24
XQE70347,Feline coronavirus,GenBank,,PV246287,FCoV-1-4-HH,Alphacoronavirus 1,70,non-structural protein 3a,2023-10-24
XQE70348,Feline coronavirus,GenBank,,PV246287,FCoV-1-4-HH,Alphacoronavirus 1,73,non-structural protein 3b,2023-10-24
XQE70349,Feline coronavirus,GenBank,,PV246287,FCoV-1-4-HH,Alphacoronavirus 1,237,non-structural protein 3c,2023-10-24
XQE70350,Feline coronavirus,GenBank,,PV246287,FCoV-1-4-HH,Alphacoronavirus 1,82,envelope protein,2023-10-24
XQE70351,Feline coronavirus,GenBank,,PV246287,FCoV-1-4-HH,Alphacoronavirus 1,264,membrane protein,2023-10-24
XQE70352,Feline coronavirus,GenBank,,PV246287,FCoV-1-4-HH,Alphacoronavirus 1,377,nucleocapsid protein,2023-10-24
XQE70353,Feline coronavirus,GenBank,,PV246287,FCoV-1-4-HH,Alphacoronavirus 1,101,non-structural protein 7a,2023-10-24
XQE70354,Feline coronavirus,GenBank,,PV246287,FCoV-1-4-HH,Alphacoronavirus 1,205,non-structural protein 7b,2023-10-24
XQE70355,Feline coronavirus,GenBank,,PV246288,FCoV-2-8,Alphacoronavirus 1,1462,spike protein,2023-04-21
XQE70356,Feline coronavirus,GenBank,,PV246288,FCoV-2-8,Alphacoronavirus 1,70,non-structural protein 3a,2023-04-21
XQE70357,Feline coronavirus,GenBank,,PV246288,FCoV-2-8,Alphacoronavirus 1,73,non-structural protein 3b,2023-04-21
XQE70358,Feline coronavirus,GenBank,,PV246288,FCoV-2-8,Alphacoronavirus 1,237,non-structural protein 3c,2023-04-21
XQE70359,Feline coronavirus,GenBank,,PV246288,FCoV-2-8,Alphacoronavirus 1,82,envelope protein,2023-04-21
XQE70360,Feline coronavirus,GenBank,,PV246288,FCoV-2-8,Alphacoronavirus 1,264,membrane protein,2023-04-21
XQE70361,Feline coronavirus,GenBank,,PV246288,FCoV-2-8,Alphacoronavirus 1,377,nucleocapsid protein,2023-04-21
XQE70362,Feline coronavirus,GenBank,,PV246288,FCoV-2-8,Alphacoronavirus 1,101,non-structural protein 7a,2023-04-21
XQE70363,Feline coronavirus,GenBank,,PV246288,FCoV-2-8,Alphacoronavirus 1,206,non-structural protein 7b,2023-04-21
XQE70364,Feline coronavirus,GenBank,,PV246289,FCoV-5-2,Alphacoronavirus 1,1467,spike protein,2023-06-12
XQE70365,Feline coronavirus,GenBank,,PV246289,FCoV-5-2,Alphacoronavirus 1,70,non-structural protein 3a,2023-06-12
XQE70366,Feline coronavirus,GenBank,,PV246289,FCoV-5-2,Alphacoronavirus 1,73,non-structural protein 3b,2023-06-12
XQE70367,Feline coronavirus,GenBank,,PV246289,FCoV-5-2,Alphacoronavirus 1,237,non-structural protein 3c,2023-06-12
XQE70368,Feline coronavirus,GenBank,,PV246289,FCoV-5-2,Alphacoronavirus 1,82,envelope protein,2023-06-12
XQE70369,Feline coronavirus,GenBank,,PV246289,FCoV-5-2,Alphacoronavirus 1,264,membrane protein,2023-06-12
XQE70370,Feline coronavirus,GenBank,,PV246289,FCoV-5-2,Alphacoronavirus 1,377,nucleocapsid protein,2023-06-12
XQE70371,Feline coronavirus,GenBank,,PV246289,FCoV-5-2,Alphacoronavirus 1,101,non-structural protein 7a,2023-06-12
XQE70372,Feline coronavirus,GenBank,,PV246289,FCoV-5-2,Alphacoronavirus 1,206,non-structural protein 7b,2023-06-12
XQE70373,Feline coronavirus,GenBank,,PV246290,FCoV-5-5,Alphacoronavirus 1,1469,spike protein,2023-06-25
XQE70374,Feline coronavirus,GenBank,,PV246290,FCoV-5-5,Alphacoronavirus 1,237,non-structural protein 3c,2023-06-25
XQE70375,Feline coronavirus,GenBank,,PV246290,FCoV-5-5,Alphacoronavirus 1,82,envelope protein,2023-06-25
XQE70376,Feline coronavirus,GenBank,,PV246290,FCoV-5-5,Alphacoronavirus 1,263,membrane protein,2023-06-25
XQE70377,Feline coronavirus,GenBank,,PV246290,FCoV-5-5,Alphacoronavirus 1,377,nucleocapsid protein,2023-06-25
XQE70378,Feline coronavirus,GenBank,,PV246290,FCoV-5-5,Alphacoronavirus 1,101,non-structural protein 7a,2023-06-25
XQE70379,Feline coronavirus,GenBank,,PV246290,FCoV-5-5,Alphacoronavirus 1,203,non-structural protein 7b,2023-06-25
XQE70380,Feline coronavirus,GenBank,,PV246291,FCoV-5-8,Alphacoronavirus 1,1469,spike protein,2023-06-30
XQE70381,Feline coronavirus,GenBank,,PV246291,FCoV-5-8,Alphacoronavirus 1,70,non-structural protein 3a,2023-06-30
XQE70382,Feline coronavirus,GenBank,,PV246291,FCoV-5-8,Alphacoronavirus 1,73,non-structural protein 3b,2023-06-30
XQE70383,Feline coronavirus,GenBank,,PV246291,FCoV-5-8,Alphacoronavirus 1,237,non-structural protein 3c,2023-06-30
XQE70384,Feline coronavirus,GenBank,,PV246291,FCoV-5-8,Alphacoronavirus 1,82,envelope protein,2023-06-30
XQE70385,Feline coronavirus,GenBank,,PV246291,FCoV-5-8,Alphacoronavirus 1,263,membrane protein,2023-06-30
XQE70386,Feline coronavirus,GenBank,,PV246291,FCoV-5-8,Alphacoronavirus 1,376,nucleocapsid protein,2023-06-30
XQE70387,Feline coronavirus,GenBank,,PV246291,FCoV-5-8,Alphacoronavirus 1,101,non-structural protein 7a,2023-06-30
XQE70388,Feline coronavirus,GenBank,,PV246291,FCoV-5-8,Alphacoronavirus 1,206,non-structural protein 7b,2023-06-30
XQE70389,Feline coronavirus,GenBank,,PV246292,FCoV-5-9,Alphacoronavirus 1,1464,spike protein,2023-07-01
XQE70390,Feline coronavirus,GenBank,,PV246292,FCoV-5-9,Alphacoronavirus 1,70,non-structural protein 3a,2023-07-01
XQE70391,Feline coronavirus,GenBank,,PV246292,FCoV-5-9,Alphacoronavirus 1,73,non-structural protein 3b,2023-07-01
XQE70392,Feline coronavirus,GenBank,,PV246292,FCoV-5-9,Alphacoronavirus 1,237,non-structural protein 3c,2023-07-01
XQE70393,Feline coronavirus,GenBank,,PV246292,FCoV-5-9,Alphacoronavirus 1,82,envelope protein,2023-07-01
XQE70394,Feline coronavirus,GenBank,,PV246292,FCoV-5-9,Alphacoronavirus 1,264,membrane protein,2023-07-01
XQE70395,Feline coronavirus,GenBank,,PV246292,FCoV-5-9,Alphacoronavirus 1,377,nucleocapsid protein,2023-07-01
XQE70396,Feline coronavirus,GenBank,,PV246292,FCoV-5-9,Alphacoronavirus 1,101,non-structural protein 7a,2023-07-01
XQE70397,Feline coronavirus,GenBank,,PV246292,FCoV-5-9,Alphacoronavirus 1,206,non-structural protein 7b,2023-07-01
XQE70398,Feline coronavirus,GenBank,,PV246293,FCoV-5-12,Alphacoronavirus 1,1469,spike protein,2023-07-06
XQE70399,Feline coronavirus,GenBank,,PV246293,FCoV-5-12,Alphacoronavirus 1,70,non-structural protein 3a,2023-07-06
XQE70400,Feline coronavirus,GenBank,,PV246293,FCoV-5-12,Alphacoronavirus 1,73,non-structural protein 3b,2023-07-06
XQE70401,Feline coronavirus,GenBank,,PV246293,FCoV-5-12,Alphacoronavirus 1,237,non-structural protein 3c,2023-07-06
XQE70402,Feline coronavirus,GenBank,,PV246293,FCoV-5-12,Alphacoronavirus 1,82,envelope protein,2023-07-06
XQE70403,Feline coronavirus,GenBank,,PV246293,FCoV-5-12,Alphacoronavirus 1,262,membrane protein,2023-07-06
XQE70404,Feline coronavirus,GenBank,,PV246293,FCoV-5-12,Alphacoronavirus 1,377,nucleocapsid protein,2023-07-06
XQE70405,Feline coronavirus,GenBank,,PV246293,FCoV-5-12,Alphacoronavirus 1,101,non-structural protein 7a,2023-07-06
XQE70406,Feline coronavirus,GenBank,,PV246293,FCoV-5-12,Alphacoronavirus 1,205,non-structural protein 7b,2023-07-06
XQE70407,Feline coronavirus,GenBank,,PV246294,FCoV-7-14,Alphacoronavirus 1,1469,spike protein,2023-09-17
XQE70408,Feline coronavirus,GenBank,,PV246294,FCoV-7-14,Alphacoronavirus 1,70,non-structural protein 3a,2023-09-17
XQE70409,Feline coronavirus,GenBank,,PV246294,FCoV-7-14,Alphacoronavirus 1,73,non-structural protein 3b,2023-09-17
XQE70410,Feline coronavirus,GenBank,,PV246294,FCoV-7-14,Alphacoronavirus 1,237,non-structural protein 3c,2023-09-17
XQE70411,Feline coronavirus,GenBank,,PV246294,FCoV-7-14,Alphacoronavirus 1,82,envelope protein,2023-09-17
XQE70412,Feline coronavirus,GenBank,,PV246294,FCoV-7-14,Alphacoronavirus 1,264,membrane protein,2023-09-17
XQE70413,Feline coronavirus,GenBank,,PV246294,FCoV-7-14,Alphacoronavirus 1,377,nucleocapsid protein,2023-09-17
XQE70414,Feline coronavirus,GenBank,,PV246294,FCoV-7-14,Alphacoronavirus 1,101,non-structural protein 7a,2023-09-17
XQE70415,Feline coronavirus,GenBank,,PV246294,FCoV-7-14,Alphacoronavirus 1,206,non-structural protein 7b,2023-09-17
XQE70416,Feline coronavirus,GenBank,,PV246295,FCoV-7-15,Alphacoronavirus 1,1468,spike protein,2023-09-18
XQE70417,Feline coronavirus,GenBank,,PV246295,FCoV-7-15,Alphacoronavirus 1,70,non-structural protein 3a,2023-09-18
XQE70418,Feline coronavirus,GenBank,,PV246295,FCoV-7-15,Alphacoronavirus 1,73,non-structural protein 3b,2023-09-18
XQE70419,Feline coronavirus,GenBank,,PV246295,FCoV-7-15,Alphacoronavirus 1,237,non-structural protein 3c,2023-09-18
XQE70420,Feline coronavirus,GenBank,,PV246295,FCoV-7-15,Alphacoronavirus 1,82,envelope protein,2023-09-18
XQE70421,Feline coronavirus,GenBank,,PV246295,FCoV-7-15,Alphacoronavirus 1,262,membrane protein,2023-09-18
XQE70422,Feline coronavirus,GenBank,,PV246295,FCoV-7-15,Alphacoronavirus 1,377,nucleocapsid protein,2023-09-18
XQE70423,Feline coronavirus,GenBank,,PV246295,FCoV-7-15,Alphacoronavirus 1,101,non-structural protein 7a,2023-09-18
XQE70424,Feline coronavirus,GenBank,,PV246295,FCoV-7-15,Alphacoronavirus 1,206,non-structural protein 7b,2023-09-18
XQE70425,Feline coronavirus,GenBank,,PV246296,FCoV-7-22,Alphacoronavirus 1,1467,spike protein,2023-10-11
XQE70426,Feline coronavirus,GenBank,,PV246296,FCoV-7-22,Alphacoronavirus 1,70,non-structural protein 3a,2023-10-11
XQE70427,Feline coronavirus,GenBank,,PV246296,FCoV-7-22,Alphacoronavirus 1,73,non-structural protein 3b,2023-10-11
XQE70428,Feline coronavirus,GenBank,,PV246296,FCoV-7-22,Alphacoronavirus 1,237,non-structural protein 3c,2023-10-11
XQE70429,Feline coronavirus,GenBank,,PV246296,FCoV-7-22,Alphacoronavirus 1,82,envelope protein,2023-10-11
XQE70430,Feline coronavirus,GenBank,,PV246296,FCoV-7-22,Alphacoronavirus 1,266,membrane protein,2023-10-11
XQE70431,Feline coronavirus,GenBank,,PV246296,FCoV-7-22,Alphacoronavirus 1,377,nucleocapsid protein,2023-10-11
XQE70432,Feline coronavirus,GenBank,,PV246296,FCoV-7-22,Alphacoronavirus 1,101,non-structural protein 7a,2023-10-11
XQE70433,Feline coronavirus,GenBank,,PV246296,FCoV-7-22,Alphacoronavirus 1,206,non-structural protein 7b,2023-10-11
XQE70434,Feline coronavirus,GenBank,,PV246297,FCoV-9-20,Alphacoronavirus 1,1469,spike protein,2024-01-07
XQE70435,Feline coronavirus,GenBank,,PV246297,FCoV-9-20,Alphacoronavirus 1,70,non-structural protein 3a,2024-01-07
XQE70436,Feline coronavirus,GenBank,,PV246297,FCoV-9-20,Alphacoronavirus 1,73,non-structural protein 3b,2024-01-07
XQE70437,Feline coronavirus,GenBank,,PV246297,FCoV-9-20,Alphacoronavirus 1,239,non-structural protein 3c,2024-01-07
XQE70438,Feline coronavirus,GenBank,,PV246297,FCoV-9-20,Alphacoronavirus 1,82,envelope protein,2024-01-07
XQE70439,Feline coronavirus,GenBank,,PV246297,FCoV-9-20,Alphacoronavirus 1,263,membrane protein,2024-01-07
XQE70440,Feline coronavirus,GenBank,,PV246297,FCoV-9-20,Alphacoronavirus 1,377,nucleocapsid protein,2024-01-07
XQE70441,Feline coronavirus,GenBank,,PV246297,FCoV-9-20,Alphacoronavirus 1,101,non-structural protein 7a,2024-01-07
XQE70442,Feline coronavirus,GenBank,,PV246297,FCoV-9-20,Alphacoronavirus 1,206,non-structural protein 7b,2024-01-07
XQE70443,Feline coronavirus,GenBank,,PV246305,FCoV-5-23,Alphacoronavirus 1,101,non-structural protein 7a,2023-08-07
XQE70444,Feline coronavirus,GenBank,,PV246305,FCoV-5-23,Alphacoronavirus 1,206,non-structural protein 7b,2023-08-07
XQE70445,Feline coronavirus,GenBank,,PV246306,FCoV-7-20,Alphacoronavirus 1,101,non-structural protein 7a,2023-10-12
XQE70446,Feline coronavirus,GenBank,,PV246306,FCoV-7-20,Alphacoronavirus 1,206,non-structural protein 7b,2023-10-12
XQE70447,Feline coronavirus,GenBank,,PV246307,FCoV-7-23,Alphacoronavirus 1,101,non-structural protein 7a,2023-10-14
XQE70448,Feline coronavirus,GenBank,,PV246307,FCoV-7-23,Alphacoronavirus 1,206,non-structural protein 7b,2023-10-14
XQE70449,Feline coronavirus,GenBank,,PV246309,FCoV-5-33,Alphacoronavirus 1,1469,spike protein,2023-08-13
XQE70450,Feline coronavirus,GenBank,,PV246309,FCoV-5-33,Alphacoronavirus 1,70,non-structural protein 3a,2023-08-13
XQE70451,Feline coronavirus,GenBank,,PV246309,FCoV-5-33,Alphacoronavirus 1,73,non-structural protein 3b,2023-08-13
XQE70452,Feline coronavirus,GenBank,,PV246309,FCoV-5-33,Alphacoronavirus 1,237,non-structural protein 3c,2023-08-13
XQE70453,Feline coronavirus,GenBank,,PV246310,FCoV-9-6,Alphacoronavirus 1,1469,spike protein,2023-12-21
XQE70454,Feline coronavirus,GenBank,,PV246310,FCoV-9-6,Alphacoronavirus 1,70,non-structural protein 3a,2023-12-21
XQE70455,Feline coronavirus,GenBank,,PV246310,FCoV-9-6,Alphacoronavirus 1,73,non-structural protein 3b,2023-12-21
XQE70456,Feline coronavirus,GenBank,,PV246310,FCoV-9-6,Alphacoronavirus 1,237,non-structural protein 3c,2023-12-21
XQE70457,Feline coronavirus,GenBank,,PV246313,FCoV-5-31,Alphacoronavirus 1,82,envelope protein,2023-08-12
XQE70458,Feline coronavirus,GenBank,,PV246313,FCoV-5-31,Alphacoronavirus 1,263,membrane protein,2023-08-12
XQE70459,Feline coronavirus,GenBank,,PV246313,FCoV-5-31,Alphacoronavirus 1,377,nucleocapsid protein,2023-08-12
XQE70460,Feline coronavirus,GenBank,,PV246313,FCoV-5-31,Alphacoronavirus 1,101,non-structural protein 7a,2023-08-12
XQE70461,Feline coronavirus,GenBank,,PV246313,FCoV-5-31,Alphacoronavirus 1,206,non-structural protein 7b,2023-08-12
XQE70462,Feline coronavirus,GenBank,,PV246314,FCoV-7-30,Alphacoronavirus 1,82,envelope protein,2023-11-14
XQE70463,Feline coronavirus,GenBank,,PV246314,FCoV-7-30,Alphacoronavirus 1,264,membrane protein,2023-11-14
XQE70464,Feline coronavirus,GenBank,,PV246314,FCoV-7-30,Alphacoronavirus 1,377,nucleocapsid protein,2023-11-14
XQE70465,Feline coronavirus,GenBank,,PV246314,FCoV-7-30,Alphacoronavirus 1,101,non-structural protein 7a,2023-11-14
XQE70466,Feline coronavirus,GenBank,,PV246314,FCoV-7-30,Alphacoronavirus 1,206,non-structural protein 7b,2023-11-14
XQE70467,Feline coronavirus,GenBank,,PV246315,FCoV-9-4,Alphacoronavirus 1,82,envelope protein,2023-12-14
XQE70468,Feline coronavirus,GenBank,,PV246315,FCoV-9-4,Alphacoronavirus 1,263,membrane protein,2023-12-14
XQE70469,Feline coronavirus,GenBank,,PV246315,FCoV-9-4,Alphacoronavirus 1,377,nucleocapsid protein,2023-12-14
XQE70470,Feline coronavirus,GenBank,,PV246315,FCoV-9-4,Alphacoronavirus 1,101,non-structural protein 7a,2023-12-14
XQE70471,Feline coronavirus,GenBank,,PV246315,FCoV-9-4,Alphacoronavirus 1,206,non-structural protein 7b,2023-12-14
XQE70472,Feline coronavirus,GenBank,,PV246316,FCoV-9-13,Alphacoronavirus 1,82,envelope protein,2023-12-31
XQE70473,Feline coronavirus,GenBank,,PV246316,FCoV-9-13,Alphacoronavirus 1,263,membrane protein,2023-12-31
XQE70474,Feline coronavirus,GenBank,,PV246316,FCoV-9-13,Alphacoronavirus 1,377,nucleocapsid protein,2023-12-31
XQE70475,Feline coronavirus,GenBank,,PV246316,FCoV-9-13,Alphacoronavirus 1,101,non-structural protein 7a,2023-12-31
XQE70476,Feline coronavirus,GenBank,,PV246316,FCoV-9-13,Alphacoronavirus 1,205,non-structural protein 7b,2023-12-31
XQE70477,Feline coronavirus,GenBank,,PV246317,FCoV-7-31,Alphacoronavirus 1,82,envelope protein,2023-11-17
XQE70478,Feline coronavirus,GenBank,,PV246317,FCoV-7-31,Alphacoronavirus 1,264,membrane protein,2023-11-17
XQE70479,Feline coronavirus,GenBank,,PV246318,FCoV-7-35,Alphacoronavirus 1,82,envelope protein,2023-11-18
XQE70480,Feline coronavirus,GenBank,,PV246318,FCoV-7-35,Alphacoronavirus 1,263,membrane protein,2023-11-18
XQE70481,Feline coronavirus,GenBank,,PV246319,FCoV-9-2,Alphacoronavirus 1,82,envelope protein,2023-12-16
XQE70482,Feline coronavirus,GenBank,,PV246319,FCoV-9-2,Alphacoronavirus 1,263,membrane protein,2023-12-16
XQE70483,Feline coronavirus,GenBank,,PV246320,FCoV-9-7,Alphacoronavirus 1,82,envelope protein,2023-12-29
XQE70484,Feline coronavirus,GenBank,,PV246320,FCoV-9-7,Alphacoronavirus 1,264,membrane protein,2023-12-29
XQE70485,Feline coronavirus,GenBank,,PV246321,FCoV-5-23,Alphacoronavirus 1,70,non-structural protein 3a,2023-08-07
XQE70486,Feline coronavirus,GenBank,,PV246321,FCoV-5-23,Alphacoronavirus 1,73,non-structural protein 3b,2023-08-07
XQE70487,Feline coronavirus,GenBank,,PV246321,FCoV-5-23,Alphacoronavirus 1,237,non-structural protein 3c,2023-08-07
XQE70488,Feline coronavirus,GenBank,,PV246323,FCoV-1-4-BZ,Alphacoronavirus 1,1468,spike protein,2023-11-13
XQE70489,Feline coronavirus,GenBank,,PV246323,FCoV-1-4-BZ,Alphacoronavirus 1,70,non-structural protein 3a,2023-11-13
XQE70490,Feline coronavirus,GenBank,,PV246323,FCoV-1-4-BZ,Alphacoronavirus 1,73,non-structural protein 3b,2023-11-13
XQE70491,Feline coronavirus,GenBank,,PV246323,FCoV-1-4-BZ,Alphacoronavirus 1,237,non-structural protein 3c,2023-11-13
XQE70492,Feline coronavirus,GenBank,,PV246323,FCoV-1-4-BZ,Alphacoronavirus 1,82,envelope protein,2023-11-13
XQE70493,Feline coronavirus,GenBank,,PV246323,FCoV-1-4-BZ,Alphacoronavirus 1,264,membrane protein,2023-11-13
XQE70494,Feline coronavirus,GenBank,,PV246323,FCoV-1-4-BZ,Alphacoronavirus 1,377,nucleocapsid protein,2023-11-13
XQE70495,Feline coronavirus,GenBank,,PV246324,FCoV-5-20,Alphacoronavirus 1,70,non-structural protein 3a,2023-07-23
XQE70496,Feline coronavirus,GenBank,,PV246324,FCoV-5-20,Alphacoronavirus 1,73,non-structural protein 3b,2023-07-23
XQE70497,Feline coronavirus,GenBank,,PV246324,FCoV-5-20,Alphacoronavirus 1,237,non-structural protein 3c,2023-07-23
XQE70498,Feline coronavirus,GenBank,,PV246324,FCoV-5-20,Alphacoronavirus 1,82,envelope protein,2023-07-23
XQE70499,Feline coronavirus,GenBank,,PV246324,FCoV-5-20,Alphacoronavirus 1,264,membrane protein,2023-07-23
XQE70500,Feline coronavirus,GenBank,,PV246324,FCoV-5-20,Alphacoronavirus 1,377,nucleocapsid protein,2023-07-23
XQE70501,Feline coronavirus,GenBank,,PV246324,FCoV-5-20,Alphacoronavirus 1,101,non-structural protein 7a,2023-07-23
XQE70502,Feline coronavirus,GenBank,,PV246324,FCoV-5-20,Alphacoronavirus 1,206,non-structural protein 7b,2023-07-23
XQE70503,Feline coronavirus,GenBank,,PV246325,FCoV-5-33,Alphacoronavirus 1,377,nucleocapsid protein,2023-08-13
XQE70504,Feline coronavirus,GenBank,,PV246325,FCoV-5-33,Alphacoronavirus 1,101,non-structural protein 7a,2023-08-13
