Accession,GenBank_RefSeq,Nucleotide,Assembly,Protein,Organism_Name,Isolate,Length,Collection_Date
XXH79280,GenBank,PV837551,,hemagglutinin-esterase,Human coronavirus OC43,HCoV-OC43/USA/MD-FB02355449/2017,427,2017-03-15
XXH79281,GenBank,PV837551,,spike protein,Human coronavirus OC43,HCoV-OC43/USA/MD-FB02355449/2017,1358,2017-03-15
XXH79282,GenBank,PV837551,,non-structural protein 12.9,Human coronavirus OC43,HCoV-OC43/USA/MD-FB02355449/2017,109,2017-03-15
XXH79283,GenBank,PV837551,,envelope protein,Human coronavirus OC43,HCoV-OC43/USA/MD-FB02355449/2017,84,2017-03-15
XXH79284,GenBank,PV837551,,membrane glycoprotein,Human coronavirus OC43,HCoV-OC43/USA/MD-FB02355449/2017,230,2017-03-15
XXH79285,GenBank,PV837551,,nucleocapsid protein,Human coronavirus OC43,HCoV-OC43/USA/MD-FB02355449/2017,448,2017-03-15
XXH79286,GenBank,PV837551,,internal protein,Human coronavirus OC43,HCoV-OC43/USA/MD-FB02355449/2017,207,2017-03-15
XXH79287,GenBank,PV837552,,ORF1ab polyprotein,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0012480867/2018,7095,2018-04-06
XXH79288,GenBank,PV837552,,ORF1a polyprotein,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0012480867/2018,4383,2018-04-06
XXH79289,GenBank,PV837552,,non-structural protein 2,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0012480867/2018,278,2018-04-06
XXH79290,GenBank,PV837552,,hemagglutinin-esterase,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0012480867/2018,427,2018-04-06
XXH79291,GenBank,PV837552,,spike protein,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0012480867/2018,1358,2018-04-06
XXH79292,GenBank,PV837552,,non-structural protein 12.9,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0012480867/2018,109,2018-04-06
XXH79293,GenBank,PV837552,,envelope protein,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0012480867/2018,84,2018-04-06
XXH79294,GenBank,PV837552,,membrane glycoprotein,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0012480867/2018,230,2018-04-06
XXH79295,GenBank,PV837552,,nucleocapsid protein,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0012480867/2018,448,2018-04-06
XXH79296,GenBank,PV837552,,internal protein,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0012480867/2018,207,2018-04-06
XXH79297,GenBank,PV837553,,ORF1ab polyprotein,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0012483005/2018,7095,2018-03-14
XXH79298,GenBank,PV837553,,ORF1a polyprotein,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0012483005/2018,4383,2018-03-14
XXH79299,GenBank,PV837553,,non-structural protein 2,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0012483005/2018,278,2018-03-14
XXH79300,GenBank,PV837553,,hemagglutinin-esterase,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0012483005/2018,427,2018-03-14
XXH79301,GenBank,PV837553,,spike protein,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0012483005/2018,1358,2018-03-14
XXH79302,GenBank,PV837553,,non-structural protein 12.9,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0012483005/2018,109,2018-03-14
XXH79303,GenBank,PV837553,,envelope protein,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0012483005/2018,84,2018-03-14
XXH79304,GenBank,PV837553,,membrane glycoprotein,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0012483005/2018,230,2018-03-14
XXH79305,GenBank,PV837553,,nucleocapsid protein,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0012483005/2018,448,2018-03-14
XXH79306,GenBank,PV837553,,internal protein,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0012483005/2018,207,2018-03-14
XXH79307,GenBank,PV837554,,ORF1ab polyprotein,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0012487265/2019,7095,2019-02-15
XXH79308,GenBank,PV837554,,ORF1a polyprotein,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0012487265/2019,4383,2019-02-15
XXH79309,GenBank,PV837554,,non-structural protein 2,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0012487265/2019,278,2019-02-15
XXH79310,GenBank,PV837554,,hemagglutinin-esterase,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0012487265/2019,135,2019-02-15
XXH79311,GenBank,PV837554,,spike protein,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0012487265/2019,1362,2019-02-15
XXH79312,GenBank,PV837554,,non-structural protein 12.9,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0012487265/2019,109,2019-02-15
XXH79313,GenBank,PV837554,,envelope protein,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0012487265/2019,88,2019-02-15
XXH79314,GenBank,PV837554,,membrane glycoprotein,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0012487265/2019,230,2019-02-15
XXH79315,GenBank,PV837554,,nucleocapsid protein,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0012487265/2019,447,2019-02-15
XXH79316,GenBank,PV837554,,internal protein,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0012487265/2019,207,2019-02-15
XXH79317,GenBank,PV837555,,ORF1ab polyprotein,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0012488315/2019,7095,2019-02-13
XXH79318,GenBank,PV837555,,ORF1a polyprotein,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0012488315/2019,4383,2019-02-13
XXH79319,GenBank,PV837555,,non-structural protein 2,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0012488315/2019,278,2019-02-13
XXH79320,GenBank,PV837555,,hemagglutinin-esterase,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0012488315/2019,423,2019-02-13
XXH79321,GenBank,PV837555,,spike protein,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0012488315/2019,1354,2019-02-13
XXH79322,GenBank,PV837555,,non-structural protein 12.9,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0012488315/2019,109,2019-02-13
XXH79323,GenBank,PV837555,,envelope protein,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0012488315/2019,88,2019-02-13
XXH79324,GenBank,PV837555,,membrane glycoprotein,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0012488315/2019,230,2019-02-13
XXH79325,GenBank,PV837555,,nucleocapsid protein,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0012488315/2019,447,2019-02-13
XXH79326,GenBank,PV837555,,internal protein,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0012488315/2019,207,2019-02-13
XXH79327,GenBank,PV837556,,ORF1ab polyprotein,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0013064922/2019,7095,2019-03-06
XXH79328,GenBank,PV837556,,ORF1a polyprotein,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0013064922/2019,4383,2019-03-06
XXH79329,GenBank,PV837556,,non-structural protein 2,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0013064922/2019,278,2019-03-06
XXH79330,GenBank,PV837556,,hemagglutinin-esterase,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0013064922/2019,134,2019-03-06
XXH79331,GenBank,PV837556,,spike protein,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0013064922/2019,1361,2019-03-06
XXH79332,GenBank,PV837556,,non-structural protein 12.9,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0013064922/2019,109,2019-03-06
XXH79333,GenBank,PV837556,,envelope protein,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0013064922/2019,88,2019-03-06
XXH79334,GenBank,PV837556,,membrane glycoprotein,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0013064922/2019,230,2019-03-06
XXH79335,GenBank,PV837556,,nucleocapsid protein,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0013064922/2019,447,2019-03-06
XXH79336,GenBank,PV837556,,internal protein,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0013064922/2019,207,2019-03-06
XXH79337,GenBank,PV837557,,ORF1ab polyprotein,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0013065090/2019,7095,2019-03-06
XXH79338,GenBank,PV837557,,ORF1a polyprotein,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0013065090/2019,4383,2019-03-06
XXH79339,GenBank,PV837557,,non-structural protein 2,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0013065090/2019,278,2019-03-06
XXH79340,GenBank,PV837557,,hemagglutinin-esterase,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0013065090/2019,427,2019-03-06
XXH79341,GenBank,PV837557,,spike protein,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0013065090/2019,1358,2019-03-06
XXH79342,GenBank,PV837557,,non-structural protein 12.9,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0013065090/2019,109,2019-03-06
XXH79343,GenBank,PV837557,,envelope protein,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0013065090/2019,84,2019-03-06
XXH79344,GenBank,PV837557,,membrane glycoprotein,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0013065090/2019,230,2019-03-06
XXH79345,GenBank,PV837557,,nucleocapsid protein,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0013065090/2019,448,2019-03-06
XXH79346,GenBank,PV837557,,internal protein,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0013065090/2019,207,2019-03-06
XXH79347,GenBank,PV837558,,ORF1ab polyprotein,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0013067173/2019,7095,2019-04-23
XXH79348,GenBank,PV837558,,ORF1a polyprotein,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0013067173/2019,4383,2019-04-23
XXH79349,GenBank,PV837558,,non-structural protein 2,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0013067173/2019,278,2019-04-23
XXH79350,GenBank,PV837558,,hemagglutinin-esterase,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0013067173/2019,427,2019-04-23
XXH79351,GenBank,PV837558,,spike protein,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0013067173/2019,1358,2019-04-23
XXH79352,GenBank,PV837558,,non-structural protein 12.9,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0013067173/2019,109,2019-04-23
XXH79353,GenBank,PV837558,,envelope protein,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0013067173/2019,84,2019-04-23
XXH79354,GenBank,PV837558,,membrane glycoprotein,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0013067173/2019,230,2019-04-23
XXH79355,GenBank,PV837558,,nucleocapsid protein,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0013067173/2019,448,2019-04-23
XXH79356,GenBank,PV837558,,internal protein,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0013067173/2019,207,2019-04-23
XXH79357,GenBank,PV837559,,ORF1ab polyprotein,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0032436673/2019,7095,2019-12-04
XXH79358,GenBank,PV837559,,ORF1a polyprotein,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0032436673/2019,4383,2019-12-04
XXH79359,GenBank,PV837559,,non-structural protein 2,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0032436673/2019,278,2019-12-04
XXH79360,GenBank,PV837559,,hemagglutinin-esterase,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0032436673/2019,427,2019-12-04
XXH79361,GenBank,PV837559,,spike protein,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0032436673/2019,1358,2019-12-04
XXH79362,GenBank,PV837559,,non-structural protein 12.9,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0032436673/2019,109,2019-12-04
XXH79363,GenBank,PV837559,,envelope protein,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0032436673/2019,84,2019-12-04
XXH79364,GenBank,PV837559,,membrane glycoprotein,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0032436673/2019,230,2019-12-04
XXH79365,GenBank,PV837559,,nucleocapsid protein,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0032436673/2019,448,2019-12-04
XXH79366,GenBank,PV837559,,internal protein,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0032436673/2019,207,2019-12-04
XXH79367,GenBank,PV837560,,ORF1ab polyprotein,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0032437719/2019,7095,2019-11-25
XXH79368,GenBank,PV837560,,ORF1a polyprotein,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0032437719/2019,4383,2019-11-25
XXH79369,GenBank,PV837560,,non-structural protein 2,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0032437719/2019,278,2019-11-25
XXH79370,GenBank,PV837560,,hemagglutinin-esterase,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0032437719/2019,427,2019-11-25
XXH79371,GenBank,PV837560,,spike protein,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0032437719/2019,1358,2019-11-25
XXH79372,GenBank,PV837560,,non-structural protein 12.9,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0032437719/2019,109,2019-11-25
XXH79373,GenBank,PV837560,,envelope protein,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0032437719/2019,84,2019-11-25
XXH79374,GenBank,PV837560,,membrane glycoprotein,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0032437719/2019,230,2019-11-25
XXH79375,GenBank,PV837560,,nucleocapsid protein,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0032437719/2019,448,2019-11-25
XXH79376,GenBank,PV837560,,internal protein,Human coronavirus OC43,HCoV-OC43/USA/MD-NA0032437719/2019,207,2019-11-25
XWS90386,GenBank,PV789146,,orf1ab polyprotein,Human coronavirus OC43,KPA058,157,2022-06-23
XWS90387,GenBank,PV789147,,orf1ab polyprotein,Human coronavirus OC43,KPA062,179,2022-06-26
XWS90388,GenBank,PV789148,,orf1ab polyprotein,Human coronavirus OC43,SBA011,181,2022-06-13
XUM36871,GenBank,PV685477,,ORF1ab polyprotein,Human coronavirus OC43,OC43/020538/USA/2024,7095,2024-02-02
XUM36872,GenBank,PV685477,,ORF1a polyprotein,Human coronavirus OC43,OC43/020538/USA/2024,4383,2024-02-02
XUM36873,GenBank,PV685477,,non-structural protein 2,Human coronavirus OC43,OC43/020538/USA/2024,278,2024-02-02
XUM36874,GenBank,PV685477,,hemagglutinin-esterase,Human coronavirus OC43,OC43/020538/USA/2024,427,2024-02-02
XUM36875,GenBank,PV685477,,spike protein,Human coronavirus OC43,OC43/020538/USA/2024,1357,2024-02-02
XUM36876,GenBank,PV685477,,non-structural protein 12.9,Human coronavirus OC43,OC43/020538/USA/2024,109,2024-02-02
XUM36877,GenBank,PV685477,,envelope protein,Human coronavirus OC43,OC43/020538/USA/2024,84,2024-02-02
XUM36878,GenBank,PV685477,,membrane glycoprotein,Human coronavirus OC43,OC43/020538/USA/2024,230,2024-02-02
XUM36879,GenBank,PV685477,,nucleocapsid protein,Human coronavirus OC43,OC43/020538/USA/2024,448,2024-02-02
XUM36880,GenBank,PV685477,,internal protein,Human coronavirus OC43,OC43/020538/USA/2024,207,2024-02-02
XUM36881,GenBank,PV685478,,ORF1ab polyprotein,Human coronavirus OC43,OC43/036196/USA/2024,7079,2024-02-03
XUM36882,GenBank,PV685478,,ORF1a polyprotein,Human coronavirus OC43,OC43/036196/USA/2024,4367,2024-02-03
XUM36883,GenBank,PV685478,,non-structural protein 2,Human coronavirus OC43,OC43/036196/USA/2024,278,2024-02-03
XUM36884,GenBank,PV685478,,hemagglutinin-esterase,Human coronavirus OC43,OC43/036196/USA/2024,427,2024-02-03
XUM36885,GenBank,PV685478,,spike protein,Human coronavirus OC43,OC43/036196/USA/2024,1357,2024-02-03
XUM36886,GenBank,PV685478,,non-structural protein 12.9,Human coronavirus OC43,OC43/036196/USA/2024,109,2024-02-03
XUM36887,GenBank,PV685478,,envelope protein,Human coronavirus OC43,OC43/036196/USA/2024,84,2024-02-03
XUM36888,GenBank,PV685478,,membrane glycoprotein,Human coronavirus OC43,OC43/036196/USA/2024,230,2024-02-03
XUM36889,GenBank,PV685478,,nucleocapsid protein,Human coronavirus OC43,OC43/036196/USA/2024,448,2024-02-03
XUM36890,GenBank,PV685478,,internal protein,Human coronavirus OC43,OC43/036196/USA/2024,207,2024-02-03
XUM36891,GenBank,PV685479,,ORF1ab polyprotein,Human coronavirus OC43,OC43/047128/USA/2024,7095,2024-02-04
XUM36892,GenBank,PV685479,,ORF1a polyprotein,Human coronavirus OC43,OC43/047128/USA/2024,4383,2024-02-04
XUM36893,GenBank,PV685479,,non-structural protein 2,Human coronavirus OC43,OC43/047128/USA/2024,278,2024-02-04
XUM36894,GenBank,PV685479,,hemagglutinin-esterase,Human coronavirus OC43,OC43/047128/USA/2024,427,2024-02-04
XUM36895,GenBank,PV685479,,spike protein,Human coronavirus OC43,OC43/047128/USA/2024,1357,2024-02-04
XUM36896,GenBank,PV685479,,non-structural protein 12.9,Human coronavirus OC43,OC43/047128/USA/2024,109,2024-02-04
XUM36897,GenBank,PV685479,,envelope protein,Human coronavirus OC43,OC43/047128/USA/2024,85,2024-02-04
XUM36898,GenBank,PV685479,,membrane glycoprotein,Human coronavirus OC43,OC43/047128/USA/2024,230,2024-02-04
XUM36899,GenBank,PV685479,,nucleocapsid protein,Human coronavirus OC43,OC43/047128/USA/2024,448,2024-02-04
XUM36900,GenBank,PV685479,,internal protein,Human coronavirus OC43,OC43/047128/USA/2024,207,2024-02-04
XUM36901,GenBank,PV685480,,ORF1ab polyprotein,Human coronavirus OC43,OC43/052176/USA/2024,7095,2024-04-04
XUM36902,GenBank,PV685480,,ORF1a polyprotein,Human coronavirus OC43,OC43/052176/USA/2024,4383,2024-04-04
XUM36903,GenBank,PV685480,,non-structural protein 2,Human coronavirus OC43,OC43/052176/USA/2024,278,2024-04-04
XUM36904,GenBank,PV685480,,hemagglutinin-esterase,Human coronavirus OC43,OC43/052176/USA/2024,427,2024-04-04
XUM36905,GenBank,PV685480,,spike protein,Human coronavirus OC43,OC43/052176/USA/2024,1358,2024-04-04
XUM36906,GenBank,PV685480,,non-structural protein 12.9,Human coronavirus OC43,OC43/052176/USA/2024,109,2024-04-04
XUM36907,GenBank,PV685480,,envelope protein,Human coronavirus OC43,OC43/052176/USA/2024,84,2024-04-04
XUM36908,GenBank,PV685480,,membrane glycoprotein,Human coronavirus OC43,OC43/052176/USA/2024,230,2024-04-04
XUM36909,GenBank,PV685480,,nucleocapsid protein,Human coronavirus OC43,OC43/052176/USA/2024,448,2024-04-04
XUM36910,GenBank,PV685480,,internal protein,Human coronavirus OC43,OC43/052176/USA/2024,207,2024-04-04
XUM36911,GenBank,PV685481,,ORF1ab polyprotein,Human coronavirus OC43,OC43/052745/USA/2024,7095,2024-04-04
XUM36912,GenBank,PV685481,,ORF1a polyprotein,Human coronavirus OC43,OC43/052745/USA/2024,4383,2024-04-04
